,Review,Date,Opinion,Year
108,"AVOID THIS COMPANY AT ALL COST AS IT IS INCAPABLE OF PROVIDING HONEST CUSTOMER SERVICE & BILLING.I would give Valda a minus 5 star rating if I could as I've had nothing but problems with their accounting since we transferred in May. At present we have charged for over 1000Kwh that we've not used and they seem deliberately obstructive in trying to correct their error.I suspect that Valda will soon be the latest supplier to go bust, owing large sums to we poor customers.UPDATE!  Just had a response to my review with the standard 'blah, blah, blah etc and asking me to contact them on a phone line I can never get through on, or use their webchat which from previous experience is handled by someone with instructions to fob you off with promises.",2022-08-06,NEGATIVE,2022
109,I thought the smart meter was up and running but it was not.  I had to contact yourselves as i had picked this up.,2022-11-25,NEGATIVE,2022
110,"It is bad company and don’t use it for new customers!  I joined it in March this year and said my payment is once per month. But July they charged me on 07/07, then charged me again 18/07. It’s double charge and very high bill. I tried to contact it about that, but no one responses it. So I contacted Valda on August and requested they issue invoice to me once per month in order to pay the bill once per month. It’s confirmed they issued invoice to me on 25th each month and direct debit me on 5th each month. But I just pay the bill on 05/09/22, and I saw that they will issue invoice to me on 20/09. So again I have to contacted this company this morning via website chat just now. It’s Daisy. She said they will issue invoice to me on 20/09 and charge me on 20/09. Why they can’t keep promises to charge me once per month!",2022-09-13,NEGATIVE,2022
111,Only just switching but they couldn’t be more helpful! The two people I’ve dealt with so far have been fantastic 10/10 so far,2022-11-15,POSITIVE,2022
112,Been having problems for weeks and due to misunderstanding the wrong things where done. Lady today has was really helpful and got to the bottom of the dispute,2022-09-26,NEGATIVE,2022
113,"Nicola was fantastic , she was polite , friendly , proffessional and answered all my questions with no problem. I felt more confident having spoken to her about the process",2022-08-08,POSITIVE,2022
114,Great communication. I have been trying to sort out this supply for a while and olivia managed to sort everything out.,2022-11-14,POSITIVE,2022
115,Had a problem with logging into the portal. All sorted over live chat with Heidi. Extremely happy with the service today.,2022-11-11,POSITIVE,2022
116,"Once I got through to speak to someone, which was about an half hour wait, Very polite and very helpful with my issue. Thankyou",2022-10-31,POSITIVE,2022
117,Brilliant - Valda were absolutely brilliant. Solved my problem and really patient with me too while I was checking I could access my account.,2022-10-07,POSITIVE,2022
118,Priyanka was amazing she answered all my questions. Great customer service very polite and helpful.,2022-11-22,POSITIVE,2022
119,"Daisy is a credit to the company, got our problem sorted immediately, great service great supplier !!",2022-11-18,POSITIVE,2022
120,"Just absolutely outstanding customer service, above and beyond and super honest and supportive! How refreshing! :)",2022-10-25,POSITIVE,2022
121,Bad customer service.biggest mistake I’ve ever did to choose this supplier for my business,2022-11-25,NEGATIVE,2022
122,"great service, recommended  fantastic customer services",2022-12-22,POSITIVE,2022
123,SCAM SCAM SCAM been with them since march Avoid this company there are 100s company out there you can choose if you dont wanna end up like me please avoid using them they have no idea what they doing sometimes they like to to charge £100 in middle of week so they do it good thing is i dont leave money in account or somtimes they like to take £1000 so they take it like never ever happened before sales call center got me sign up to valda thinking it was better deal but no they try to disconnect you because you own £1 no bill no invoice they charge your card whatever amount they wish too you call them they pass you around no nobody takes responsibility i wonder who own this compnay was thinking to actually buy the whole company and burn it bunch of scams sitting around charging people without bill or anything NEVER EVER SEEM ANYTHING LIKE THAT ITS CRAZY i have screenshot of attempted payments tried to take just random number its not even related to invoice its crazy please even if they offer good cheap price compare to rest dont take it its a nightmare,2022-09-09,NEGATIVE,2022
124,Stayed in the line over 20 mnts.she Donna good service.what ever I need.received all my invoices.,2022-11-07,POSITIVE,2022
125,spoke to valda about my new shop - they sorted my issues straight  away in regards to the meter readings. would highhly recommend,2022-08-08,POSITIVE,2022
126,Your tele assistance was very polite and very helpful. Credit to the young lady. Thank you,2022-11-15,POSITIVE,2022
127,The lady on the phone understood the issue and dealt with it with professionalism.,2022-11-24,POSITIVE,2022
128,"extremely helpful and very professional service, very friendly and issues sorted straight away",2022-11-07,POSITIVE,2022
129,"Nicola had the chat with me on Friday, did what she promised to do and called me back and resolved it straight away.",2022-09-20,NEGATIVE,2022
